# Kp: 4.270 Ki: 0.100 Kd: 35.4000.0;50.0;29.62;0.00;0;20.38
0.2;50.0;29.62;0.00;85;20.38
0.4;50.0;29.62;0.00;85;20.38
0.6;50.0;29.75;6.50;85;20.25
0.8;50.0;29.68;-3.50;85;20.32
1.0;50.0;29.75;3.50;85;20.25
1.2;50.0;29.75;0.00;87;20.25
1.4;50.0;29.75;0.00;87;20.25
1.6;50.0;29.68;-3.50;87;20.32
1.8;50.0;29.81;6.50;87;20.19
2.0;50.0;29.62;-9.50;87;20.38
2.2;50.0;29.56;-3.00;96;20.44
2.4;50.0;29.56;0.00;96;20.44
2.6;50.0;29.62;3.00;96;20.38
2.8;50.0;29.56;-3.00;96;20.44
3.0;50.0;29.75;9.50;96;20.25
3.2;50.0;29.81;3.00;91;20.19
3.4;50.0;29.81;0.00;91;20.19
3.6;50.0;29.81;0.00;91;20.19
3.8;50.0;29.81;0.00;91;20.19
4.0;50.0;29.75;-3.00;91;20.25
4.2;50.0;29.75;0.00;96;20.25
4.4;50.0;29.75;0.00;96;20.25
4.6;50.0;29.75;0.00;96;20.25
4.8;50.0;29.75;0.00;96;20.25
5.0;50.0;29.62;-6.50;96;20.38
5.2;50.0;29.62;0.00;100;20.38
5.4;50.0;29.62;0.00;100;20.38
5.6;50.0;29.56;-3.00;100;20.44
5.8;50.0;29.50;-3.00;100;20.50
6.0;50.0;29.62;6.00;100;20.38
6.2;50.0;29.56;-3.00;100;20.44
6.4;50.0;29.56;0.00;100;20.44
6.6;50.0;29.56;0.00;100;20.44
6.8;50.0;29.68;6.00;100;20.32
7.0;50.0;29.75;3.50;100;20.25
7.2;50.0;29.93;9.00;99;20.07
7.4;50.0;29.93;0.00;99;20.07
7.6;50.0;30.12;9.50;99;19.88
7.8;50.0;30.18;3.00;99;19.82
8.0;50.0;30.25;3.50;99;19.75
8.2;50.0;30.31;3.00;85;19.69
8.4;50.0;30.31;0.00;85;19.69
8.6;50.0;30.37;3.00;85;19.63
8.8;50.0;30.50;6.50;85;19.50
9.0;50.0;30.62;6.00;85;19.38
9.2;50.0;30.75;6.50;88;19.25
9.4;50.0;30.75;0.00;88;19.25
9.6;50.0;30.87;6.00;88;19.13
9.8;50.0;31.00;6.50;88;19.00
10.0;50.0;31.18;9.00;88;18.82
10.2;50.0;31.31;6.50;85;18.69
10.4;50.0;31.31;0.00;85;18.69
10.6;50.0;31.50;9.50;85;18.50
10.8;50.0;31.75;12.50;85;18.25
11.0;50.0;31.87;6.00;85;18.13
11.2;50.0;32.00;6.50;76;18.00
11.4;50.0;32.00;0.00;76;18.00
11.6;50.0;32.12;6.00;76;17.88
11.8;50.0;32.18;3.00;76;17.82
12.0;50.0;32.37;9.50;76;17.63
12.2;50.0;32.68;15.50;83;17.32
12.4;50.0;32.68;0.00;83;17.32
12.6;50.0;32.93;12.50;83;17.07
12.8;50.0;33.18;12.50;83;16.82
13.0;50.0;33.50;16.00;83;16.50
13.2;50.0;33.62;6.00;55;16.38
13.4;50.0;33.62;0.00;55;16.38
13.6;50.0;33.81;9.50;55;16.19
13.8;50.0;34.06;12.50;55;15.94
14.0;50.0;34.31;12.50;55;15.69
14.2;50.0;34.68;18.50;67;15.32
14.4;50.0;34.68;0.00;67;15.32
14.6;50.0;35.12;22.00;67;14.88
14.8;50.0;35.43;15.50;67;14.57
15.0;50.0;35.75;16.00;67;14.25
15.2;50.0;36.12;18.50;41;13.88
15.4;50.0;36.12;0.00;41;13.88
15.6;50.0;36.37;12.50;41;13.63
15.8;50.0;36.68;15.50;41;13.32
16.0;50.0;37.00;16.00;41;13.00
16.2;50.0;37.25;12.50;41;12.75
16.4;50.0;37.25;0.00;41;12.75
16.6;50.0;37.56;15.50;41;12.44
16.8;50.0;37.93;18.50;41;12.07
17.0;50.0;38.06;6.50;41;11.94
17.2;50.0;38.37;15.50;48;11.63
17.4;50.0;38.37;0.00;48;11.63
17.6;50.0;38.62;12.50;48;11.38
17.8;50.0;38.93;15.50;48;11.07
18.0;50.0;39.43;25.00;48;10.57
18.2;50.0;39.75;16.00;29;10.25
18.4;50.0;39.75;0.00;29;10.25
18.6;50.0;40.18;21.50;29;9.82
18.8;50.0;40.56;19.00;29;9.44
19.0;50.0;40.81;12.50;29;9.19
19.2;50.0;41.18;18.50;24;8.82
19.4;50.0;41.18;0.00;24;8.82
19.6;50.0;41.50;16.00;24;8.50
19.8;50.0;41.75;12.50;24;8.25
20.0;100.0;42.25;25.00;24;57.75
20.2;100.0;42.43;9.00;100;57.57
20.4;100.0;42.43;0.00;100;57.57
20.6;100.0;42.81;19.00;100;57.19
20.8;100.0;43.18;18.50;100;56.82
21.0;100.0;43.56;19.00;100;56.44
21.2;100.0;44.06;25.00;100;55.94
21.4;100.0;44.06;0.00;100;55.94
21.6;100.0;44.37;15.50;100;55.63
21.8;100.0;44.75;19.00;100;55.25
22.0;100.0;45.06;15.50;100;54.94
22.2;100.0;45.43;18.50;100;54.57
22.4;100.0;45.43;0.00;100;54.57
22.6;100.0;45.87;22.00;100;54.13
22.8;100.0;46.31;22.00;100;53.69
23.0;100.0;46.68;18.50;100;53.32
23.2;100.0;47.12;22.00;100;52.88
23.4;100.0;47.12;0.00;100;52.88
23.6;100.0;47.50;19.00;100;52.50
23.8;100.0;47.81;15.50;100;52.19
24.0;100.0;48.12;15.50;100;51.88
24.2;100.0;48.37;12.50;100;51.63
24.4;100.0;48.37;0.00;100;51.63
24.6;100.0;48.68;15.50;100;51.32
24.8;100.0;49.06;19.00;100;50.94
25.0;100.0;49.31;12.50;100;50.69
25.2;100.0;49.68;18.50;100;50.32
25.4;100.0;49.68;0.00;100;50.32
25.6;100.0;50.00;16.00;100;50.00
25.8;100.0;50.25;12.50;100;49.75
26.0;100.0;50.62;18.50;100;49.38
26.2;100.0;50.93;15.50;100;49.07
26.4;100.0;50.93;0.00;100;49.07
26.6;100.0;51.25;16.00;100;48.75
26.8;100.0;51.56;15.50;100;48.44
27.0;100.0;51.75;9.50;100;48.25
27.2;100.0;52.00;12.50;100;48.00
27.4;100.0;52.00;0.00;100;48.00
27.6;100.0;52.31;15.50;100;47.69
27.8;100.0;52.62;15.50;100;47.38
28.0;100.0;53.12;25.00;100;46.88
28.2;100.0;53.43;15.50;100;46.57
28.4;100.0;53.43;0.00;100;46.57
28.6;100.0;53.75;16.00;100;46.25
28.8;100.0;54.18;21.50;100;45.82
29.0;100.0;54.43;12.50;100;45.57
29.2;100.0;54.87;22.00;100;45.13
29.4;100.0;54.87;0.00;100;45.13
29.6;100.0;55.31;22.00;100;44.69
29.8;100.0;55.56;12.50;100;44.44
30.0;100.0;56.06;25.00;100;43.94
30.2;100.0;56.37;15.50;100;43.63
30.4;100.0;56.37;0.00;100;43.63
30.6;100.0;56.75;19.00;100;43.25
30.8;100.0;57.25;25.00;100;42.75
31.0;100.0;57.62;18.50;100;42.38
31.2;100.0;58.06;22.00;100;41.94
31.4;100.0;58.06;0.00;100;41.94
31.6;100.0;58.37;15.50;100;41.63
31.8;100.0;58.68;15.50;100;41.32
32.0;100.0;59.06;19.00;100;40.94
32.2;100.0;59.43;18.50;100;40.57
32.4;100.0;59.43;0.00;100;40.57
32.6;100.0;59.93;25.00;100;40.07
32.8;100.0;60.31;19.00;100;39.69
33.0;100.0;60.75;22.00;100;39.25
33.2;100.0;61.12;18.50;100;38.88
33.4;100.0;61.12;0.00;100;38.88
33.6;100.0;61.50;19.00;100;38.50
33.8;100.0;61.93;21.50;100;38.07
34.0;100.0;62.25;16.00;100;37.75
34.2;100.0;62.68;21.50;100;37.32
34.4;100.0;62.68;0.00;100;37.32
34.6;100.0;63.00;16.00;100;37.00
34.8;100.0;63.37;18.50;100;36.63
35.0;100.0;63.93;28.00;100;36.07
35.2;100.0;64.43;25.00;100;35.57
35.4;100.0;64.43;0.00;100;35.57
35.6;100.0;64.93;25.00;100;35.07
35.8;100.0;65.50;28.50;100;34.50
36.0;100.0;65.87;18.50;100;34.13
36.2;100.0;66.25;19.00;100;33.75
36.4;100.0;66.25;0.00;100;33.75
36.6;100.0;66.62;18.50;100;33.38
36.8;100.0;67.00;19.00;100;33.00
37.0;100.0;67.43;21.50;100;32.57
37.2;100.0;67.87;22.00;100;32.13
37.4;100.0;67.87;0.00;100;32.13
37.6;100.0;68.37;25.00;100;31.63
37.8;100.0;68.81;22.00;100;31.19
38.0;100.0;69.31;25.00;100;30.69
38.2;100.0;69.81;25.00;100;30.19
38.4;100.0;69.81;0.00;100;30.19
38.6;100.0;70.31;25.00;100;29.69
38.8;100.0;70.81;25.00;100;29.19
39.0;100.0;71.25;22.00;100;28.75
39.2;100.0;71.68;21.50;100;28.32
39.4;100.0;71.68;0.00;100;28.32
39.6;100.0;72.12;22.00;100;27.88
39.8;100.0;72.56;22.00;100;27.44
40.0;100.0;73.00;22.00;100;27.00
40.2;100.0;73.50;25.00;100;26.50
40.4;100.0;73.50;0.00;100;26.50
40.6;100.0;74.00;25.00;100;26.00
40.8;100.0;74.43;21.50;100;25.57
41.0;100.0;74.87;22.00;100;25.13
41.2;100.0;75.43;28.00;100;24.57
41.4;100.0;75.43;0.00;100;24.57
41.6;100.0;75.81;19.00;100;24.19
41.8;100.0;76.31;25.00;100;23.69
42.0;100.0;76.87;28.00;100;23.13
42.2;100.0;77.25;19.00;100;22.75
42.4;100.0;77.25;0.00;100;22.75
42.6;100.0;77.81;28.00;100;22.19
42.8;100.0;78.25;22.00;100;21.75
43.0;100.0;78.68;21.50;100;21.32
43.2;100.0;79.12;22.00;100;20.88
43.4;100.0;79.12;0.00;100;20.88
43.6;100.0;79.56;22.00;100;20.44
43.8;100.0;80.12;28.00;100;19.88
44.0;100.0;80.50;19.00;100;19.50
44.2;100.0;81.00;25.00;100;19.00
44.4;100.0;81.00;0.00;100;19.00
44.6;100.0;81.56;28.00;100;18.44
44.8;100.0;82.00;22.00;100;18.00
45.0;100.0;82.56;28.00;100;17.44
45.2;100.0;83.12;28.00;100;16.88
45.4;100.0;83.12;0.00;100;16.88
45.6;100.0;83.56;22.00;100;16.44
45.8;100.0;84.06;25.00;100;15.94
46.0;100.0;84.56;25.00;100;15.44
46.2;100.0;84.93;18.50;95;15.07
46.4;100.0;84.93;0.00;95;15.07
46.6;100.0;85.50;28.50;95;14.50
46.8;100.0;86.06;28.00;95;13.94
47.0;100.0;86.56;25.00;95;13.44
47.2;100.0;87.12;28.00;86;12.88
47.4;100.0;87.12;0.00;86;12.88
47.6;100.0;87.62;25.00;86;12.38
47.8;100.0;88.00;19.00;86;12.00
48.0;100.0;88.50;25.00;86;11.50
48.2;100.0;89.00;25.00;78;11.00
48.4;100.0;89.00;0.00;78;11.00
48.6;100.0;89.43;21.50;78;10.57
48.8;100.0;90.00;28.50;78;10.00
49.0;100.0;90.50;25.00;78;9.50
49.2;100.0;91.00;25.00;69;9.00
49.4;100.0;91.00;0.00;69;9.00
49.6;100.0;91.43;21.50;69;8.57
49.8;100.0;92.00;28.50;69;8.00
50.0;100.0;92.56;28.00;69;7.44
50.2;100.0;93.12;28.00;61;6.88
50.4;100.0;93.12;0.00;61;6.88
50.6;100.0;93.81;34.50;61;6.19
50.8;100.0;94.25;22.00;61;5.75
51.0;100.8;94.68;21.50;61;6.12
51.2;100.8;95.25;28.50;52;5.55
51.4;100.8;95.25;0.00;52;5.55
51.6;100.8;95.81;28.00;52;4.99
51.8;100.8;96.43;31.00;52;4.37
52.0;101.7;97.00;28.50;52;4.70
52.2;101.7;97.56;28.00;35;4.14
52.4;101.7;97.56;0.00;35;4.14
52.6;101.7;98.00;22.00;35;3.70
52.8;101.7;98.50;25.00;35;3.20
53.0;102.5;99.06;28.00;35;3.44
53.2;102.5;99.56;25.00;44;2.94
53.4;102.5;99.56;0.00;44;2.94
53.6;102.5;100.00;22.00;44;2.50
53.8;102.5;100.56;28.00;44;1.94
54.0;103.3;101.06;25.00;44;2.24
54.2;103.3;101.56;25.00;39;1.74
54.4;103.3;101.56;0.00;39;1.74
54.6;103.3;102.12;28.00;39;1.18
54.8;103.3;102.50;19.00;39;0.80
55.0;104.2;102.93;21.50;39;1.27
55.2;104.2;103.31;19.00;38;0.89
55.4;104.2;103.31;0.00;38;0.89
55.6;104.2;103.87;28.00;38;0.33
55.8;104.2;104.37;25.00;38;-0.17
56.0;105.0;104.81;22.00;38;0.19
56.2;105.0;105.43;31.00;33;-0.43
56.4;105.0;105.43;0.00;33;-0.43
56.6;105.0;105.81;19.00;33;-0.81
56.8;105.0;106.37;28.00;33;-1.37
57.0;105.8;107.00;31.50;33;-1.20
57.2;105.8;107.43;21.50;16;-1.63
57.4;105.8;107.43;0.00;16;-1.63
57.6;105.8;108.06;31.50;16;-2.26
57.8;105.8;108.62;28.00;16;-2.82
58.0;106.6;109.12;25.00;16;-2.52
58.2;106.6;109.68;28.00;14;-3.08
58.4;106.6;109.68;0.00;14;-3.08
58.6;106.6;110.00;16.00;14;-3.40
58.8;106.6;110.37;18.50;14;-3.77
59.0;107.5;110.87;25.00;14;-3.37
59.2;107.5;111.25;19.00;25;-3.75
59.4;107.5;111.25;0.00;25;-3.75
59.6;107.5;111.81;28.00;25;-4.31
59.8;107.5;112.18;18.50;25;-4.68
60.0;108.3;112.62;22.00;25;-4.32
60.2;108.3;113.00;19.00;16;-4.70
60.4;108.3;113.00;0.00;16;-4.70
60.6;108.3;113.37;18.50;16;-5.07
60.8;108.3;113.87;25.00;16;-5.57
61.0;109.1;114.18;15.50;16;-5.08
61.2;109.1;114.62;22.00;23;-5.52
61.4;109.1;114.62;0.00;23;-5.52
61.6;109.1;115.06;22.00;23;-5.96
61.8;109.1;115.31;12.50;23;-6.21
62.0;110.0;115.68;18.50;23;-5.68
62.2;110.0;116.12;22.00;20;-6.12
62.4;110.0;116.12;0.00;20;-6.12
62.6;110.0;116.56;22.00;20;-6.56
62.8;110.0;117.12;28.00;20;-7.12
63.0;110.8;117.68;28.00;20;-6.88
63.2;110.8;118.06;19.00;0;-7.26
63.4;110.8;118.06;0.00;0;-7.26
63.6;110.8;118.31;12.50;0;-7.51
63.8;110.8;118.68;18.50;0;-7.88
64.0;111.6;118.93;12.50;0;-7.33
64.2;111.6;119.31;19.00;19;-7.71
64.4;111.6;119.31;0.00;19;-7.71
64.6;111.6;119.68;18.50;19;-8.08
64.8;111.6;119.93;12.50;19;-8.33
65.0;112.5;120.25;16.00;19;-7.75
65.2;112.5;120.43;9.00;16;-7.93
65.4;112.5;120.43;0.00;16;-7.93
65.6;112.5;120.75;16.00;16;-8.25
65.8;112.5;121.00;12.50;16;-8.50
